id,model,name,account_id:id,date,ref,partner_id:id,move_id:id,debit,credit,journal_id:id,period_id:id,account_tax_id,analytics_id:id
aml_cicsa_107,account.move.line,Soporte Tecnico IT Noviembre 2013. Fact 5984. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20140109,2014-01-16,,,am_cicsa_19000000015,,16067.69,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_108,account.move.line,Soporte Tecnico IT Noviembre 2013. Fact 5984. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20140101,2014-01-16,,,am_cicsa_19000000015,,8926.5,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_109,account.move.line,Soporte Tecnico IT Noviembre 2013. Fact 5984. ODS-00072 Rev. 1/ Informatica Gesfor Venezuela C.A,20101002,2014-01-16,,,am_cicsa_19000000015,,174959.32,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_110,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32484/ Travel Services",11203107,2014-01-16,,,am_cicsa_19000000016,4610.6,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_111,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32484/ Travel Services",20140101,2014-01-16,,,am_cicsa_19000000016,,92.21,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_112,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32484/ Travel Services",20101002,2014-01-16,,,am_cicsa_19000000016,,4518.39,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_113,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32486/ Travel Services",11203107,2014-01-16,,,am_cicsa_19000000016,3941.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_114,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32486/ Travel Services",20140101,2014-01-16,,,am_cicsa_19000000016,,78.82,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_115,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32486/ Travel Services",20101002,2014-01-16,,,am_cicsa_19000000016,,3862.38,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_116,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",11203107,2014-01-16,,,am_cicsa_19000000016,4735.3,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_117,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",20140101,2014-01-16,,,am_cicsa_19000000016,,94.71,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_118,account.move.line,"Servicio de Taxis Sr Ananth Kumar, Sankar, Hemanth. 25-11-13 to 01-12-13. Fact. 32497/ Travel Services",20101002,2014-01-16,,,am_cicsa_19000000016,,4640.59,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_119,account.move.line,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,77101001,2014-01-16,,,am_cicsa_19000000017,8403.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_120,account.move.line,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,20140101,2014-01-16,,,am_cicsa_19000000017,,168.06,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_121,account.move.line,Traslado Personal Cicsa 19 al 28-11 2013. Fact 32483/ Travel Services,20101002,2014-01-16,,,am_cicsa_19000000017,,8235.14,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_122,account.move.line,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,77101001,2014-01-16,,,am_cicsa_19000000017,26729.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_123,account.move.line,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,20140101,2014-01-16,,,am_cicsa_19000000017,,534.58,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_124,account.move.line,Traslado Personal Cicsa 28 al 04-12 2013. Fact 32485/ Travel Services,20101002,2014-01-16,,,am_cicsa_19000000017,,26194.62,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_125,account.move.line,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,77101001,2014-01-16,,,am_cicsa_19000000017,25889.6,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_126,account.move.line,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,20140101,2014-01-16,,,am_cicsa_19000000017,,517.79,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_127,account.move.line,Traslado Personal Cicsa 10 al 12-12 2013. Fact 32496/ Travel Services,20101002,2014-01-16,,,am_cicsa_19000000017,,25371.81,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_128,account.move.line,Anticipo otorgado al Hotel Punta Palma para preparar Comité Directivo 30/01/14,15110001,2014-01-22,,,am_cicsa_19000000018,64590.87,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_129,account.move.line,Anticipo otorgado al Hotel Punta Palma para preparar Comité Directivo 30/01/14,20101002,2014-01-22,,,am_cicsa_19000000018,,64590.87,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_130,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,11203103,2014-01-23,,,am_cicsa_19000000019,2288420.26,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_131,account.move.line,Tasa/Financiamiento 6% Fact 3191/ Caribean Port.,11203103,2014-01-23,,,am_cicsa_19000000019,137305.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_132,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,11203113,2014-01-23,,,am_cicsa_19000000019,16476.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_133,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20140109,2014-01-23,,,am_cicsa_19000000019,,12357.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_134,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20140101,2014-01-23,,,am_cicsa_19000000019,,2746.1,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_135,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14. Fact 3191/ Caribean Port.,20101002,2014-01-23,,,am_cicsa_19000000019,,2427098.54,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_136,account.move.line,"Gtos reemb. Sevicio Maquina (Jaiba) y Servicios Lowboy -Logiscarm, c.a Fact. 3190/Caribean Port",11203103,2014-01-23,,,am_cicsa_19000000020,298160,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_137,account.move.line,"(Iva fact 05500 Logiscarm, C.A). Fact 3190/ Caribean Port",11203113,2014-01-23,,,am_cicsa_19000000020,35779.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_138,account.move.line,Almacenaje y Preliquidacion fecha 22-01-14  Fact. 3190/Caribean Port,11203103,2014-01-23,,,am_cicsa_19000000020,536595.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_139,account.move.line,"IVA fact 05505 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,,am_cicsa_19000000020,64391.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_140,account.move.line,Servicio Obrero en Morichal  Fact. 3190/Caribean Port,11203103,2014-01-23,,,am_cicsa_19000000020,26053.76,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_141,account.move.line,"(Iva fact 05507 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,,am_cicsa_19000000020,3126.45,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_142,account.move.line,Viajes Chuto- Batea Fact. 3190/Caribean Port,11203103,2014-01-23,,,am_cicsa_19000000020,1310400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_143,account.move.line,"(Iva fact 05503 Logiscarm, C.A)  Fact. 3190/Caribean Port",11203113,2014-01-23,,,am_cicsa_19000000020,157248,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_144,account.move.line,Iva  Fact. 3190/Caribean Port,11203103,2014-01-23,,,am_cicsa_19000000020,145905.23,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_145,account.move.line,Iva  Fact. 3190/Caribean Port,11203113,2014-01-23,,,am_cicsa_19000000020,17508.63,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_146,account.move.line,Ret de IVA Fact. 3190/Caribean Port,20140109,2014-01-23,,,am_cicsa_19000000020,,13131.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_147,account.move.line,Retencion de ISLR Fact. 3190/Caribean Port,20140101,2014-01-23,,,am_cicsa_19000000020,,2918.1,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_148,account.move.line,Cuentas por pagar Fact. 3190/Caribean Port,20101002,2014-01-23,,,am_cicsa_19000000020,,2579118.11,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_149,account.move.line,"15 Variador de Velocidad VSD 115 VAC PN: 132 Kw, IN 192 A Fact. 1186/ Controles Electricos Panama, S.A",11213103,2014-01-23,,,am_cicsa_19000000021,363188.55,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_150,account.move.line,"3 VSD Power- House (5 VSD Slots Capacity) Fact. 1186/ Controles Electricos Panama, S.A",11213103,2014-01-23,,,am_cicsa_19000000021,82160.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_151,account.move.line," Fact. 1186/ Controles Electricos Panama, S.A",20101102,2014-01-23,,,am_cicsa_19000000021,,445348.56,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_152,account.move.line,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,73121003,2014-01-23,,,am_cicsa_19000000022,37790.95,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_153,account.move.line,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,11203114,2014-01-23,,,am_cicsa_19000000022,4534.91,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_154,account.move.line,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,20140109,2014-01-23,,,am_cicsa_19000000022,,4534.91,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_155,account.move.line,Celulares Nov del 2013 Fact 46982996/ Telecomunicaciones Movilnet,20101002,2014-01-23,,,am_cicsa_19000000022,,37790.95,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_156,account.move.line,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,73121003,2014-01-23,,,am_cicsa_19000000022,32042.47,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_157,account.move.line,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,11203114,2014-01-23,,,am_cicsa_19000000022,3844.83,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_158,account.move.line,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,20140109,2014-01-23,,,am_cicsa_19000000022,,3844.83,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_159,account.move.line,Celularres Sep del 2013 Fact 471838/ Telecomunicaciones Movilnet,20101002,2014-01-23,,,am_cicsa_19000000022,,32042.47,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_160,account.move.line,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",73149002,2014-01-23,,,am_cicsa_19000000023,156.25,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_161,account.move.line,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",11203114,2014-01-23,,,am_cicsa_19000000023,18.75,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_162,account.move.line,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20140109,2014-01-23,,,am_cicsa_19000000023,,14.06,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_163,account.move.line,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20140101,2014-01-23,,,am_cicsa_19000000023,,3.13,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_164,account.move.line,"Estacionamiento CICSA. enero 2014. Fact 22586. ODS-00117/ Garaje Torre BVC, C.A",20101002,2014-01-23,,,am_cicsa_19000000023,,157.81,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_165,account.move.line,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,73301001,2014-01-23,,,am_cicsa_19000000024,21163,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_166,account.move.line,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,11203114,2014-01-23,,,am_cicsa_19000000024,2539.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_167,account.move.line,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20140109,2014-01-23,,,am_cicsa_19000000024,,1904.67,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_168,account.move.line,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20140101,2014-01-23,,,am_cicsa_19000000024,,1058.15,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_169,account.move.line,Alquiler de Oficina 5 Enero 2014 Factura Nro. 43/ Inversiones Flea Castle,20101002,2014-01-23,,,am_cicsa_19000000024,,20739.74,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_170,account.move.line,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,77101001,2014-01-23,,,am_cicsa_19000000025,7971.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_171,account.move.line,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,20140101,2014-01-23,,,am_cicsa_19000000025,,159.42,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_172,account.move.line,Traslado Personal CICSA. 16 al 28-12 2013. Fact N° 32499 Travel Services,20101002,2014-01-23,,,am_cicsa_19000000025,,7811.78,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_173,account.move.line,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,77101001,2014-01-23,,,am_cicsa_19000000026,5622.9,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_174,account.move.line,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,20140101,2014-01-23,,,am_cicsa_19000000026,,112.46,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_175,account.move.line,Traslado Personal CICSA. 16 al 22-12 2013. Fact N° 32501 Travel Services,20101002,2014-01-23,,,am_cicsa_19000000026,,5510.44,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_176,account.move.line,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,77101001,2014-01-23,,,am_cicsa_19000000026,1050.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_177,account.move.line,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,20140101,2014-01-23,,,am_cicsa_19000000026,,21,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_178,account.move.line,Traslado Personal CICSA. 23 al 29-12 2013. Fact N° 32502 Travel Services,20101002,2014-01-23,,,am_cicsa_19000000026,,1029.2,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_179,account.move.line,Viajes Chuto- Batea Fact 3188/ Caribean Port.,11203113,2014-01-23,,,am_cicsa_19000000027,14400,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_180,account.move.line,"( Gto reemb Iva fact 05502 Logiscarm, C.A) Fact 3188/ Caribean Port.",11203103,2014-01-23,,,am_cicsa_19000000027,1728,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_181,account.move.line,"Almacenaje, Vigilancia, Maquina de Despacho. Fact 3188/ Caribean Port.",11203113,2014-01-23,,,am_cicsa_19000000027,5299.54,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_182,account.move.line,"( Gto reemb Iva fact 05501 Logiscarm, C.A) Fact 3188/ Caribean Port.",11203103,2014-01-23,,,am_cicsa_19000000027,635.94,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_183,account.move.line,Gastos Administrativos  Fact 3188/ Caribean Port.,11203113,2014-01-23,,,am_cicsa_19000000027,1323.81,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_184,account.move.line,Carebean Port Iva Fact 3188/ Caribean Port.,11203103,2014-01-23,,,am_cicsa_19000000027,158.86,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_185,account.move.line,Fact 3188/ Caribean Port.,20140109,2014-01-23,,,am_cicsa_19000000027,,119.15,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_186,account.move.line,Fact 3188/ Caribean Port.,20140101,2014-01-23,,,am_cicsa_19000000027,,26.48,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_187,account.move.line,Fact 3188/ Caribean Port.,20101002,2014-01-23,,,am_cicsa_19000000027,,23400.52,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_188,account.move.line,Servicio Telefonico Diciembre / CANTV,73121003,2014-01-23,,,am_cicsa_19000000028,2628.46,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_189,account.move.line,12% Iva  Nro  F000233624286 Serie A / CANTV,11203114,2014-01-23,,,am_cicsa_19000000028,315.42,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_190,account.move.line,100% Iva  Nro  F000233624286   Serie A / CANTV,20140109,2014-01-23,,,am_cicsa_19000000028,,315.42,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_191,account.move.line,Cantv  Nro  F000233624286  Serie A / CANTV,20101002,2014-01-23,,,am_cicsa_19000000028,,2628.46,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_192,account.move.line,"Sharepoint Foundation Enterprise 50 GB Dic 13 /ODS 00089. Fact 19368/ PrivateIP Services, C.A",73137002,2014-01-23,,,am_cicsa_19000000029,15820,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_193,account.move.line,"IVA/ODS 00089. Fact 19368/ PrivateIP Services, C.A",11203114,2014-01-23,,,am_cicsa_19000000029,1898.4,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_194,account.move.line,"RET IVA/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20140109,2014-01-23,,,am_cicsa_19000000029,,1423.8,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_195,account.move.line,"RET ISLR/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20140101,2014-01-23,,,am_cicsa_19000000029,,316.4,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_196,account.move.line,"/ODS 00089. Fact 19368/ PrivateIP Services, C.A",20101002,2014-01-23,,,am_cicsa_19000000029,,15978.2,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_197,account.move.line,"Servicio de Correo Exchange Empresarial Dic 2013 /ODS 00089. Fact 19369/ PrivateIP Services, C.A",73137002,2014-01-23,,,am_cicsa_19000000029,10793.2,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_198,account.move.line,"IVA/ODS 00089. Fact 19369/ PrivateIP Services, C.A",11203114,2014-01-23,,,am_cicsa_19000000029,1295.18,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_199,account.move.line,"RET IVA/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20140109,2014-01-23,,,am_cicsa_19000000029,,971.39,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_200,account.move.line,"RET ISLR/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20140101,2014-01-23,,,am_cicsa_19000000029,,215.86,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_201,account.move.line,"/ODS 00089. Fact 19369/ PrivateIP Services, C.A",20101002,2014-01-23,,,am_cicsa_19000000029,,10901.13,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_202,account.move.line,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,73135001,2014-01-24,,,am_cicsa_19000000030,66542.73,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_021
aml_cicsa_203,account.move.line,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,11203114,2014-01-24,,,am_cicsa_19000000030,7985.13,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_204,account.move.line,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20140109,2014-01-24,,,am_cicsa_19000000030,,5988.85,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_205,account.move.line,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20140101,2014-01-24,,,am_cicsa_19000000030,,1330.85,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_206,account.move.line,Suministro de Material de Cafeteria y Limpieza Dic 2013. /ODS- 00126-Rev 02 /Fact. 50000900 / Induservi,20101002,2014-01-24,,,am_cicsa_19000000030,,67208.16,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_207,account.move.line,"JE 19/815 19/825/ 19/945  Accruals HH Delegated Activities Oct-Dec 2013. Fact 1232 /Repsol Venezuela, S.A.",20181001,2014-01-24,,,am_cicsa_19000000031,1715618.08,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_208,account.move.line,"Iva Invoice nro 0001232 /Repsol Venezuela, S.A",11203113,2014-01-24,,,am_cicsa_19000000031,205874.17,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_209,account.move.line,"75% Inv Nro 0001232  /Repsol Venezuela S,A",20140109,2014-01-24,,,am_cicsa_19000000031,,154405.63,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_210,account.move.line,Tax witholding Inv 0001232/ Repsol Venzuela s.a,20140101,2014-01-24,,,am_cicsa_19000000031,,85780.9,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_211,account.move.line,"Invoice Nro 0001232/ Repsol Venezuela, S.A.",20101002,2014-01-24,,,am_cicsa_19000000031,,1681305.72,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_212,account.move.line,"Celulares Mes de Diciembre  del 2013/  Fact 43253598/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,,am_cicsa_19000000032,16437.9,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_213,account.move.line,"Venta por cuenta de terceros/ Fact 43253598 /Telefónica Venezolana, C.A.",73121003,2014-01-24,,,am_cicsa_19000000032,5.06,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_214,account.move.line,"Roaming Internacional /  Fact 43253598/ Telefónica Venezolana, C.A.",73121003,2014-01-24,,,am_cicsa_19000000032,785.37,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,cicsa_data.aapi_016
aml_cicsa_215,account.move.line,"IVA Fact 43253598 / Telefónica Venezolana, C.A.",11203114,2014-01-24,,,am_cicsa_19000000032,1972.55,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_216,account.move.line,"IVA Fact 43253598 / Telefónica Venezolana, C.A.",11203114,2014-01-24,,,am_cicsa_19000000032,0.61,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_217,account.move.line,"Fact 43253598 / Telefónica Venezolana, C.A.",20140109,2014-01-24,,,am_cicsa_19000000032,,1972.55,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
aml_cicsa_218,account.move.line,"Fact 43253598 / Telefónica Venezolana, C.A.",20140109,2014-01-24,,,am_cicsa_19000000032,,0.61,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_01,,
